dataset,repeat,fold,iteration,validation_auc,validation_nll,ess_before_resampling,resampled,mh_proposals,mh_acceptances,acceptance_rate,unique_rule_count
nhanes_ckd,0,1,1,0.7090459423205903,0.5987760247387905,19.214844699757048,0,0,0,,20
nhanes_ckd,0,1,2,0.7089621059691482,0.5985732249720932,19.25187283680928,0,0,0,,20
nhanes_ckd,0,1,3,0.7078722334004023,0.5985457440656595,19.27334417108565,0,0,0,,20
nhanes_ckd,0,1,4,0.7108903420523138,0.5983105614080754,19.30027850447226,0,0,0,,20
nhanes_ckd,0,1,5,0.7106388329979879,0.598155249856925,19.306427435300595,0,0,0,,20
nhanes_ckd,0,1,6,0.7119802146210596,0.5980219919763619,19.3436507500586,0,0,0,,20
nhanes_ckd,0,1,7,0.7123993963782697,0.5978402476244059,19.34513370144237,0,0,0,,20
nhanes_ckd,0,1,8,0.7125670690811536,0.5976678547925134,19.35239748466316,0,0,0,,20
nhanes_ckd,0,1,9,0.7141599597585513,0.597466122209672,19.374299706618373,0,0,0,,20
nhanes_ckd,0,1,10,0.7129862508383634,0.5975020024466969,19.395439900676024,0,0,0,,20
nhanes_ckd,0,1,11,0.7134054325955734,0.5972576612004858,19.4129662155593,0,0,0,,20
nhanes_ckd,0,1,12,0.7131539235412475,0.5971257707720361,19.41364251210927,0,0,0,,20
nhanes_ckd,0,2,1,0.6365694164989939,0.6901215153828303,19.643961091397216,0,0,0,,20
nhanes_ckd,0,2,2,0.636653252850436,0.6901326114798519,19.65070032695762,0,0,0,,20
nhanes_ckd,0,2,3,0.6372401073105299,0.6895550260611324,19.65091459987978,0,0,0,,20
nhanes_ckd,0,2,4,0.6371562709590878,0.6896297900950924,19.66533644513752,0,0,0,,20
nhanes_ckd,0,3,1,0.6529193697868396,0.6457105517436179,19.362118588069297,0,0,0,,20
nhanes_ckd,0,3,2,0.6543516724239615,0.6455595255756913,19.354803541939077,0,0,0,,20
nhanes_ckd,0,3,3,0.6538461538461539,0.6450428835069808,19.37936368072208,0,0,0,,20
nhanes_ckd,0,3,4,0.6551942033869745,0.6445909414096627,19.38670524227293,0,0,0,,20
nhanes_ckd,0,3,5,0.6557839750610835,0.6440988472146775,19.3744643528218,0,0,0,,20
nhanes_ckd,0,3,6,0.6561209874462887,0.6439777699974828,19.36305406284836,0,0,0,,20
nhanes_ckd,0,3,7,0.6559524812536861,0.6437226071749832,19.4057711354312,0,0,0,,20
nhanes_ckd,0,3,8,0.6573005307945068,0.6427821406700541,19.36193712194163,0,0,0,,20
nhanes_ckd,0,3,9,0.6574690369871092,0.6426791752361134,19.34475799046597,0,0,0,,20
nhanes_ckd,0,3,10,0.6574690369871092,0.6422405070259013,19.35042843648824,0,0,0,,20
nhanes_ckd,0,3,11,0.6575532900834106,0.6419080821842367,19.35662890291204,0,0,0,,20
nhanes_ckd,0,4,1,0.6708231527508636,0.6095955958403465,18.97099298754789,0,0,0,,20
nhanes_ckd,0,4,2,0.6702333810767546,0.6092543392849603,18.990024760088875,0,0,0,,20
nhanes_ckd,0,4,3,0.6709916589434661,0.6087723671994885,19.02438706810881,0,0,0,,20
nhanes_ckd,0,4,4,0.6708231527508636,0.6081138633147798,19.09341721976432,0,0,0,,20
nhanes_ckd,0,5,1,0.6415873283343163,0.667461676186801,19.13961676328892,0,0,0,,20
nhanes_ckd,0,5,2,0.6430196309714381,0.6671317179893661,19.154776204466792,0,0,0,,20
nhanes_ckd,0,5,3,0.6433566433566433,0.666692075519926,19.138340455345848,0,0,0,,20
nhanes_ckd,0,5,4,0.6423456062010279,0.6661957803845777,19.0907903805616,0,0,0,,20
nhanes_ckd,0,5,5,0.6413345690454124,0.6663860051895101,19.072196670770246,0,0,0,,20
nhanes_ckd,1,1,1,0.6630617035546613,0.6300882427715603,18.943133974242173,0,0,0,,20
nhanes_ckd,1,1,2,0.6619718309859155,0.6296881711267296,18.90876315790271,0,0,0,,20
nhanes_ckd,1,1,3,0.6628101945003353,0.6290951672678476,18.9178044995661,0,0,0,,20
nhanes_ckd,1,1,4,0.6633970489604292,0.6286744107967693,18.990013770682875,0,0,0,,20
nhanes_ckd,1,2,1,0.6006455399061031,0.6818812743805122,19.150613861466766,0,0,0,,20
nhanes_ckd,1,2,2,0.6009808853118712,0.6814864230043886,19.13899165074877,0,0,0,,20
nhanes_ckd,1,2,3,0.6013162307176392,0.6810218795205196,19.14662327636104,0,0,0,,20
nhanes_ckd,1,2,4,0.602322266934943,0.6806837530647277,19.085635727307974,0,0,0,,20
nhanes_ckd,1,2,5,0.601483903420523,0.6800462376488045,19.0688979405149,0,0,0,,20
nhanes_ckd,1,2,6,0.6024899396378269,0.6801148514753894,19.096644287312508,0,0,0,,20
nhanes_ckd,1,2,7,0.602573775989269,0.6794944549448486,19.043442105743104,0,0,0,,20
nhanes_ckd,1,3,1,0.7229758193613615,0.6143346271922874,18.877029113398716,0,0,0,,20
nhanes_ckd,1,3,2,0.7238604768725251,0.6145830091837061,18.963248424241478,0,0,0,,20
nhanes_ckd,1,3,3,0.7237340972280731,0.6147340211096334,19.032149275918837,0,0,0,,20
nhanes_ckd,1,3,4,0.7263038166652623,0.6139038940842368,19.047873594790907,0,0,0,,20
nhanes_ckd,1,3,5,0.7261353104726599,0.6139305638559108,19.060507462599706,0,0,0,,20
nhanes_ckd,1,3,6,0.7257982980874546,0.6139518524156151,19.10970232713034,0,0,0,,20
nhanes_ckd,1,3,7,0.725756171539304,0.6138797522065386,19.136756609945213,0,0,0,,20
nhanes_ckd,1,4,1,0.6493386131940349,0.6378221939472702,18.90647995168086,0,0,0,,20
nhanes_ckd,1,4,2,0.6498441317718426,0.6378313193414538,18.917873841647047,0,0,0,,20
nhanes_ckd,1,4,3,0.6498441317718426,0.6371703517399615,18.84280971890919,0,0,0,,20
nhanes_ckd,1,4,4,0.6496756255792401,0.6369721993814226,18.827069406892782,0,0,0,,20
nhanes_ckd,1,5,1,0.6773527677142135,0.6126796551624976,18.99794004354028,0,0,0,,20
nhanes_ckd,1,5,2,0.6777740331957199,0.6123653946914668,18.99840953364653,0,0,0,,20
nhanes_ckd,1,5,3,0.6800488667958547,0.6113548500034487,19.056547317765965,0,0,0,,20
nhanes_ckd,1,5,4,0.6812284101440728,0.6100448374087419,19.112552111199847,0,0,0,,20
nhanes_ckd,1,5,5,0.6823237003959896,0.609377648332705,19.139387175710556,0,0,0,,20
nhanes_ckd,1,5,6,0.6823237003959896,0.6088951794964945,19.15030885065058,0,0,0,,20
nhanes_ckd,1,5,7,0.683334737551605,0.6079128173895144,19.18131643048145,0,0,0,,20
nhanes_ckd,1,5,8,0.6851040525739321,0.6064366244804217,19.25583432999295,0,0,0,,20
nhanes_ckd,1,5,9,0.6857780773443424,0.606213318573129,19.24749586942087,0,0,0,,20
nhanes_ckd,1,5,10,0.6867048614036566,0.6051945288189636,19.29234133052222,0,0,0,,20
nhanes_ckd,1,5,11,0.687715898559272,0.6040948922128849,19.307239476615035,0,0,0,,20
nhanes_ckd,1,5,12,0.6884741764259836,0.6033250393190891,19.3271249452222,0,0,0,,20
nhanes_ckd,1,5,13,0.6883899233296824,0.6030855568026487,19.32245685263052,0,0,0,,20
nhanes_ckd,1,5,14,0.6894852135815991,0.6019765971893778,19.339070652670657,0,0,0,,20
nhanes_ckd,1,5,15,0.6907490100261184,0.6005911282843635,19.364759880423478,0,0,0,,20
nhanes_ckd,2,1,1,0.7448440643863181,0.6326767542531744,19.183274172730872,0,0,0,,20
nhanes_ckd,2,1,2,0.7419936284372906,0.6331702607473431,19.20291289412989,0,0,0,,20
nhanes_ckd,2,1,3,0.7431673373574783,0.632508709000003,19.24259703371276,0,0,0,,20
nhanes_ckd,2,1,4,0.7451794097920861,0.6323848192685533,19.222022495898933,0,0,0,,20
nhanes_ckd,2,2,1,0.72719651240778,0.5831440135461203,18.871873536350822,0,0,0,,20
nhanes_ckd,2,2,2,0.7276156941649898,0.5827051497077393,18.876329460823516,0,0,0,,20
nhanes_ckd,2,2,3,0.7276995305164319,0.5824684145801757,18.891022164945444,0,0,0,,20
nhanes_ckd,2,2,4,0.7293762575452718,0.5819715713936894,18.853956015895758,0,0,0,,20
nhanes_ckd,2,2,5,0.7295439302481558,0.5812408240735719,18.849665930071204,0,0,0,,20
nhanes_ckd,2,2,6,0.7306338028169015,0.5809272763094983,18.853841148778667,0,0,0,,20
nhanes_ckd,2,2,7,0.7313044936284375,0.580687777184403,18.827642547299337,0,0,0,,20
